Leading Gene name,Leading Protein ID,Median_cirrhosis,Median_nonNAFLD,Median_NAFLD,P-value [-Log10],Log2 difference,RNA tissue category,Significant,Peptides,Razor + unique peptides,Unique peptides,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Q-value,Score,Intensity,MS/MS count,Protein IDs,Majority protein IDs,Protein names,Gene names
IGL@,Q8N355,35.871065,35.43341,35.55979,2.858954522,0.343950272,,+,14,14,0,70.1,70.1,0,24.792,0,323.31,8.10E+12,1933,Q8N355;Q6GMW3;P80748,Q8N355;Q6GMW3,,IGL@
TMEM132C,Q8N3T6,23.349485,23.58692,22.484295,0.023414918,-0.032640351,,,14,14,14,16.6,16.6,16.6,121.79,0,73.872,3137800000,30,Q8N3T6;B3KX52,Q8N3T6;B3KX52,Transmembrane protein 132C,TMEM132C
IGL@,Q8N5F4,27.850825,27.36202,27.84376,0.192908941,-0.320903248,,,12,2,0,56.7,7.7,0,24.961,0,16.851,35037000000,97,Q8N5F4,Q8N5F4,,IGL@
PCSK9,Q8NBP7,21.531545,22.44092,22.80093,1.369992393,-1.072520553,Tissue enhanced,,15,15,15,28.5,28.5,28.5,74.285,0,240.19,17468000000,96,Q8NBP7;B4DEZ9;B4DMI2,Q8NBP7,Proprotein convertase subtilisin/kexin type 9,PCSK9
HMCN2,Q8NDA2,23.825455,21.84771,21.977135,0.756730702,1.020306163,,,28,28,28,6.8,6.8,6.8,541.97,0,184.88,22542000000,68,Q8NDA2;Q6ZRS5;A0A087WY63;B9EJB7;A0A096LPG1,Q8NDA2,Hemicentin-2,HMCN2
,Q8NEJ1,30.42841,30.07368,30.00167,1.576863335,0.445948537,,,12,2,1,55.5,10.2,4.7,25.024,0,56.77,2.08E+11,255,Q8NEJ1;P01700,Q8NEJ1,,
FLJ00385,Q8NF17,31.673385,30.79266,30.90084,2.956578734,1.098889393,,+,16,4,0,32.6,12.6,0,56.11,0,140.93,4.58E+11,509,Q8NF17,Q8NF17,,FLJ00385
SMPDL3A,Q92484,21.132575,23.46762,21.891155,2.848334723,-1.717166392,,+,9,9,9,20.8,20.8,20.8,51.26,0,86.422,10678000000,50,Q92484,Q92484,Acid sphingomyelinase-like phosphodiesterase 3a,SMPDL3A
FAM3C,Q92520,22.35184,23.0299,22.48854,0.036810863,-0.058941544,,,10,10,10,56.4,56.4,56.4,24.68,0,102.22,18253000000,57,Q92520;C9JP35;C9JMN4,Q92520;C9JP35;C9JMN4,Protein FAM3C,FAM3C
NEO1,Q92859,24.468295,24.56964,24.45501,0.030204447,-0.019074461,,,30,30,30,26.8,26.8,26.8,160.01,0,323.31,35876000000,215,Q92859;A0A024R610;Q59FP8,Q92859;A0A024R610;Q59FP8,Neogenin,NEO1
CPB2,Q96IY4,28.798685,29.13614,29.09388,4.317661248,-0.410748291,Tissue enriched,+,16,16,16,45.6,45.6,45.6,48.424,0,323.31,2.59E+11,815,Q96IY4;A0A087WSY5,Q96IY4;A0A087WSY5,Carboxypeptidase B2,CPB2
,Q96JD0,29.70901,28.69312,28.664535,2.87201601,0.832847701,,+,5,3,0,56.9,50,0,12.294,0,323.31,99448000000,406,Q96JD0;Q96JD1;P01721,Q96JD0;Q96JD1;P01721,Ig lambda chain V-VI region AR,
IGHA1,Q96K68,36.41934,36.17162,35.90819,0.235893355,0.11345537,,,17,16,2,40.1,37.9,7.1,53.088,0,323.31,1.18E+13,1983,Q96K68;P01876;Q6N090;Q9UP60;Q8NCL6;Q6MZW0;Q8WY24,Q96K68;P01876;Q6N090;Q9UP60;Q8NCL6;Q6MZW0;Q8WY24,Ig alpha-1 chain C region,IGHA1;DKFZp686G21220;SNC73;DKFZp686J11235
PGLYRP2,Q96PD5,29.66873,29.81574,29.78254,0.281821697,-0.052710025,Tissue enriched,,24,24,20,64.2,64.2,56.6,62.216,0,323.31,5.56E+11,1251,Q96PD5;M0R2W8;M0QYW3,Q96PD5,N-acetylmuramoyl-L-alanine amidase,PGLYRP2
,Q96SA9,32.664985,32.35678,32.43704,1.399710871,0.341543113,,,3,3,0,45.8,45.8,0,11.52,0,323.31,1.06E+12,718,Q96SA9;A2NYV3;A0A0X9USN3;A2IPI0;P04432;P01597,Q96SA9;A2NYV3;A0A0X9USN3;A2IPI0;P04432;P01597,Ig kappa chain V-I region Daudi;Ig kappa chain V-I region DEE,
COLEC11,Q9BWP8,24.68584,24.00624,24.496275,1.804135825,1.184729322,,,4,4,4,21.8,21.8,21.8,28.665,0,194.17,10715000000,37,Q9BWP8,Q9BWP8,Collectin-11,COLEC11
SLC38A10,Q9HBR0,22.99543,22.85144,22.87157,0.182503569,0.140141635,,,35,35,35,40.8,40.8,40.8,119.76,0,323.31,27821000000,249,Q9HBR0;H0YF92;I3L0Q8,Q9HBR0,Putative sodium-coupled neutral amino acid transporter 10,SLC38A10
,Q9HCC1,25.88769,25.62087,26.118595,0.553282989,0.608530129,,,4,2,2,36.6,17,17,12.243,0,40.948,10858000000,15,Q9HCC1,Q9HCC1,,
CD248,Q9HCU0,24.280315,24.43301,24.498335,0.849795894,-0.935546048,,,7,7,7,9.2,9.2,9.2,80.858,0,21.258,11848000000,49,Q9HCU0;A0A172Q381;A0A120HV04,Q9HCU0;A0A172Q381;A0A120HV04,Endosialin,CD248
APMAP,Q9HDC9,24.922175,25.18329,24.88809,0.121768908,0.067740101,,,14,14,14,45.2,45.2,45.2,46.48,0,225.01,19521000000,69,Q9HDC9;H0Y512,Q9HDC9;H0Y512,Adipocyte plasma membrane-associated protein,APMAP
,Q9NPP6,27.332345,26.73247,26.576605,0.277233905,0.207778231,,,13,2,1,34.4,4.3,1.7,44.786,0,8.239,19332000000,75,Q9NPP6,Q9NPP6,,
SPINK5,Q9NQ38,24.987135,23.94056,21.59448,0.717719291,1.072623126,,,12,12,2,13.4,13.4,2,120.71,0,31.525,9489800000,64,Q9NQ38;E7EWP9;B4DWS3;E5RFU9;E5RG22,Q9NQ38;E7EWP9;B4DWS3,Serine protease inhibitor Kazal-type 5;Hemofiltrate peptide HF6478;Hemofiltrate peptide HF7665,SPINK5
B3GNT2,Q9NY97,27.557975,27.24445,26.924515,0.025450057,0.105148739,,,10,10,10,31.2,31.2,31.2,46.021,0,72.647,24763000000,57,Q9NY97,Q9NY97,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 2",B3GNT2
C1RL,Q9NZP8,26.989135,27.1795,27.04009,1.085554283,-0.171977488,,,12,11,2,28.1,26.3,5.7,53.498,0,161.88,2.66E+11,419,Q9NZP8,Q9NZP8,Complement C1r subcomponent-like protein,C1RL
CNTN3,Q9P232,22.534225,22.64425,22.79557,0.544042241,-0.363440577,,,31,31,30,33.1,33.1,32.4,112.88,0,172.84,29334000000,155,Q9P232;B4DGP0,Q9P232,Contactin-3,CNTN3
FETUB,Q9UGM5,26.501535,26.42021,26.63174,0.388479076,0.127781211,Tissue enriched,,7,7,7,30.1,30.1,30.1,42.054,0,254.98,1.20E+11,322,Q9UGM5;Q5J875;E9PG08;B7Z8T3;F8WEP7;F8WAW1;C9JC68,Q9UGM5;Q5J875;E9PG08,Fetuin-B,FETUB;GUGU
PCYOX1,Q9UHG3,25.80821,26.2732,26.297715,1.708602606,-0.442642551,,,19,19,19,48.1,48.1,48.1,56.639,0,273.44,55203000000,128,Q9UHG3;B7Z8A2;Q584P1;B7Z3Y2;F8W8W4;C9K055;C9JM55;C9JGT6;Q53ST0,Q9UHG3;B7Z8A2;Q584P1;B7Z3Y2;F8W8W4,Prenylcysteine oxidase 1,PCYOX1
,Q9UL82,30.242455,29.72273,29.812,0.700664745,0.298648114,,,4,2,2,34.6,16.8,16.8,11.445,0,71.664,1.54E+11,222,Q9UL82,Q9UL82,,
,Q9UL83,30.86753,30.52028,30.69644,0.653290682,0.216659949,,,3,2,0,37,30.6,0,11.834,0,323.31,3.02E+11,486,Q9UL83,Q9UL83,,
,Q9UL86,27.89439,27.5969,27.426485,0.609140865,0.220593156,,,4,2,2,44,22.9,22.9,11.928,0,71.361,35241000000,144,Q9UL86,Q9UL86,,
,Q9UL89,29.262905,27.92592,28.23292,1.095970577,1.607137362,,,4,3,1,40.5,34.5,10.3,12.605,0,71.484,73539000000,211,Q9UL89,Q9UL89,,
,Q9UL90,28.640355,28.17474,28.174675,0.666216107,0.522350184,,,5,2,1,50.4,24.8,8,12.437,0,142.49,1.16E+11,379,Q9UL90;A0A0J9YY99,Q9UL90;A0A0J9YY99,,
,Q9UL94,27.07859,26.00196,26.43959,4.129312362,0.894784864,,+,4,3,0,42.9,33.6,0,13.205,0,27.483,17566000000,34,Q9UL94,Q9UL94,,
HEG1,Q9ULI3,24.13879,23.70767,23.90864,0.285262799,0.287746557,,,17,17,17,16.7,16.7,16.7,147.46,0,323.31,69723000000,178,Q9ULI3,Q9ULI3,Protein HEG homolog 1,HEG1
PROCR,Q9UNN8,22.60272,22.39566,22.762125,0.096190236,0.106856579,,,5,5,5,23.9,23.9,23.9,26.671,0,43.805,26977000000,110,Q9UNN8;A0A0U1RQQ4;A0A0U1RRC4,Q9UNN8;A0A0U1RQQ4,Endothelial protein C receptor,PROCR
TLN1,Q9Y490,24.100155,23.99335,24.010255,0.595847443,0.441161029,,,62,62,62,30.7,30.7,30.7,269.76,0,323.31,30553000000,154,Q9Y490;Q9Y4G6;H0YMT1;A0A1C7CYV7;A0A1B0GVU7;G1UI21,Q9Y490,Talin-1,TLN1
HYOU1,Q9Y4L1,25.55732,25.72468,25.65385,0.494453987,-0.696248733,,,20,20,1,27.3,27.3,2.5,111.33,0,323.31,41939000000,151,Q9Y4L1;A0A087X054;B7Z766;B7Z2N4;E9PJ21;Q05D91;A0A087WWI4;Q6IN67;K7EQK2;A0A024R3G0;Q68D25;B7Z4E6;J3QL06;J3KTF1;Q9BXT5;Q9BST8;J3QQH7;J3QLE9;B2RU27;D3DSV6,Q9Y4L1;A0A087X054;B7Z766;B7Z2N4,Hypoxia up-regulated protein 1,HYOU1
,S6B294,25.910535,25.87408,25.902185,0.391766967,-0.772038884,,,5,2,1,35.7,16.8,8.6,20.11,0,33.089,7608400000,108,S6B294;P01601,S6B294,,
,S6B2A6,24.728755,28.19835,28.590215,0.139866886,-0.527472666,,,6,2,1,16.3,4.7,2.3,32.167,0.0035733,2.8775,69479000000,91,S6B2A6,S6B2A6,,
,S6BAM6,25.95713,25.77957,25.961425,0.719203187,0.300721105,,,10,5,4,35.4,18.5,15,34.339,0,44.156,11463000000,72,S6BAM6,S6BAM6,,
,S6BAR0,27.77943,27.20769,27.570505,1.658987944,0.464501381,,,10,3,2,46.3,11.1,7.4,23.122,0.0036157,3.009,37221000000,142,S6BAR0,S6BAR0,,
,S6BGE0,25.96689,30.35153,21.557085,0.519179515,-2.154045486,,,7,2,1,25.7,7.7,3.7,32.181,0,28.686,4.27E+11,158,S6BGE0,S6BGE0,,
,S6BGE9,25.769755,26.0041,26.381925,0.141473072,-0.23091952,,,5,2,1,27.9,8.7,4.4,19.927,0.0011351,4.0468,10641000000,106,S6BGE9,S6BGE9,,
,S6C4R7,29.562685,28.71293,29.091335,0.225983127,0.300186539,,,6,2,1,38.2,9,4.7,22.513,0.0010971,3.6119,83332000000,182,S6C4R7,S6C4R7,,
APOA2,V9GYM3,34.21205,34.22647,34.233565,0.32526442,-0.064602237,Tissue enriched,,11,11,11,60.9,60.9,60.9,14.914,0,323.31,4.85E+12,1058,V9GYM3;P02652;V9GYG9;V9GYE3;V9GYC1;V9GYS1,V9GYM3;P02652;V9GYG9;V9GYE3,Apolipoprotein A-II;Proapolipoprotein A-II;Truncated apolipoprotein A-II,APOA2
HEL-214,V9HW68,36.56253,36.55556,36.632045,0.280772103,0.054071977,,,23,23,1,56,56,4.3,51.715,0,323.31,1.82E+13,4525,V9HW68;Q0ZCJ4;Q0ZCJ5;Q0ZCI8;Q0ZCJ0;P01780;Q9ULB6;A0A0F7TD49,V9HW68,,HEL-214
